timestamp_unix,timestamp_polar_ns,sample_index,x_mg,y_mg,z_mg,vm_mg
1778657089.698558,599616052238457282,36,-1028.0,-42.0,55.0,1030.33
1778657089.738558,599616052278457282,36,-1020.0,-13.0,41.0,1020.91
1778657089.778558,599616052318457282,36,-1026.0,6.0,1.0,1026.02
1778657089.818558,599616052358457282,36,-1035.0,-20.0,4.0,1035.2
1778657089.858558,599616052398457282,36,-1016.0,-87.0,103.0,1024.91
1778657089.898558,599616052438457282,36,-1014.0,-76.0,71.0,1019.32
1778657089.938558,599616052478457282,36,-1019.0,-81.0,61.0,1024.03
1778657089.978558,599616052518457282,36,-1024.0,-83.0,69.0,1029.67
1778657090.018558,599616052558457282,36,-1046.0,-82.0,45.0,1050.17
1778657090.058558,599616052598457282,36,-1005.0,-67.0,52.0,1008.57
1778657090.098557,599616052638457282,36,-1003.0,-51.0,18.0,1004.46
1778657090.138558,599616052678457282,36,-1013.0,-23.0,35.0,1013.87
1778657090.178558,599616052718457282,36,-1034.0,-11.0,50.0,1035.27
1778657090.218558,599616052758457282,36,-1054.0,-36.0,18.0,1054.77
1778657090.258558,599616052798457282,36,-1034.0,-46.0,12.0,1035.09
1778657090.298558,599616052838457282,36,-1016.0,-56.0,14.0,1017.64
1778657090.338557,599616052878457282,36,-1016.0,-65.0,37.0,1018.75
1778657090.378558,599616052918457282,36,-1034.0,-63.0,29.0,1036.32
1778657090.418558,599616052958457282,36,-1024.0,-55.0,15.0,1025.59
1778657090.458558,599616052998457282,36,-1028.0,-13.0,34.0,1028.64
1778657090.498558,599616053038457282,36,-1022.0,-11.0,18.0,1022.22
1778657090.538558,599616053078457282,36,-1015.0,-3.0,38.0,1015.72
1778657090.578557,599616053118457282,36,-1016.0,3.0,40.0,1016.79
1778657090.618558,599616053158457282,36,-1019.0,-1.0,37.0,1019.67
1778657090.658558,599616053198457282,36,-1022.0,-26.0,45.0,1023.32
1778657090.698558,599616053238457282,36,-1022.0,-31.0,34.0,1023.04
1778657090.738558,599616053278457282,36,-1018.0,-48.0,45.0,1020.12
1778657090.778558,599616053318457282,36,-1020.0,-50.0,50.0,1022.45
1778657090.818558,599616053358457282,36,-1022.0,-42.0,60.0,1024.62
1778657090.858558,599616053398457282,36,-1022.0,-4.0,50.0,1023.23
1778657090.898558,599616053438457282,36,-1021.0,3.0,53.0,1022.38
1778657090.938558,599616053478457282,36,-1017.0,-27.0,36.0,1018.0
1778657090.978558,599616053518457282,36,-1019.0,-54.0,30.0,1020.87
1778657091.020606,599616053539039648,72,-1020.0,-39.0,69.0,1023.07
1778657091.060606,599616053579039648,72,-1038.0,2.0,51.0,1039.25
1778657091.100606,599616053619039648,72,-1021.0,9.0,57.0,1022.63
1778657091.140606,599616053659039648,72,-1018.0,-8.0,38.0,1018.74
1778657091.180606,599616053699039648,72,-1024.0,-7.0,38.0,1024.73
1778657091.220606,599616053739039648,72,-1022.0,-15.0,38.0,1022.82
1778657091.260606,599616053779039648,72,-1029.0,-31.0,49.0,1030.63
1778657091.300606,599616053819039648,72,-1023.0,-46.0,80.0,1027.15
1778657091.340606,599616053859039648,72,-1026.0,-53.0,75.0,1030.1
1778657091.380606,599616053899039648,72,-1020.0,-68.0,112.0,1028.38
1778657091.420606,599616053939039648,72,-1021.0,-46.0,129.0,1030.14
1778657091.460606,599616053979039648,72,-995.0,-17.0,119.0,1002.24
1778657091.500606,599616054019039648,72,-999.0,-37.0,105.0,1005.18
1778657091.540606,599616054059039648,72,-1012.0,-78.0,90.0,1018.98
1778657091.580606,599616054099039648,72,-1011.0,-50.0,86.0,1015.88
1778657091.620606,599616054139039648,72,-1015.0,-28.0,90.0,1019.37
1778657091.660606,599616054179039648,72,-1017.0,-69.0,101.0,1024.33
1778657091.700606,599616054219039648,72,-1045.0,-118.0,104.0,1056.77
1778657091.740606,599616054259039648,72,-1026.0,-109.0,97.0,1036.32
1778657091.780606,599616054299039648,72,-1016.0,-83.0,93.0,1023.62
1778657091.820606,599616054339039648,72,-1014.0,-79.0,80.0,1020.21
1778657091.860606,599616054379039648,72,-1019.0,-92.0,70.0,1025.54
1778657091.900606,599616054419039648,72,-1016.0,-83.0,71.0,1021.85
1778657091.940606,599616054459039648,72,-1014.0,-63.0,84.0,1019.42
1778657091.980606,599616054499039648,72,-1018.0,-67.0,67.0,1022.4
1778657092.020606,599616054539039648,72,-1021.0,-65.0,94.0,1027.38
1778657092.060606,599616054579039648,72,-1030.0,-72.0,79.0,1035.53
1778657092.100606,599616054619039648,72,-1018.0,-74.0,70.0,1023.08
1778657092.140606,599616054659039648,72,-1018.0,-78.0,80.0,1024.11
1778657092.180606,599616054699039648,72,-1022.0,-73.0,75.0,1027.35
1778657092.220606,599616054739039648,72,-1017.0,-68.0,81.0,1022.48
1778657092.260606,599616054779039648,72,-1018.0,-67.0,61.0,1022.02
1778657092.300606,599616054819039648,72,-1017.0,-59.0,82.0,1022.0
1778657092.340606,599616054859039648,72,-1020.0,-53.0,92.0,1025.51
1778657092.380606,599616054899039648,72,-1021.0,-56.0,89.0,1026.4
1778657092.420606,599616054939039648,72,-1022.0,-56.0,93.0,1027.75
1778657092.415570,599616054959774634,108,-1020.0,-47.0,92.0,1025.22
1778657092.455570,599616054999774634,108,-1017.0,-48.0,88.0,1021.93
1778657092.495570,599616055039774634,108,-1018.0,-54.0,94.0,1023.76
1778657092.535570,599616055079774634,108,-1018.0,-46.0,102.0,1024.13
1778657092.575570,599616055119774634,108,-1019.0,-45.0,101.0,1024.98
1778657092.615570,599616055159774634,108,-1015.0,-45.0,100.0,1020.91
1778657092.655570,599616055199774634,108,-1014.0,-50.0,97.0,1019.86
1778657092.695570,599616055239774634,108,-1022.0,-54.0,96.0,1027.92
1778657092.735570,599616055279774634,108,-1018.0,-49.0,90.0,1023.14
1778657092.775570,599616055319774634,108,-1016.0,-45.0,105.0,1022.4
1778657092.815570,599616055359774634,108,-1018.0,-58.0,101.0,1024.64
1778657092.855570,599616055399774634,108,-1020.0,-49.0,106.0,1026.66
1778657092.895570,599616055439774634,108,-1021.0,-50.0,103.0,1027.4
1778657092.935570,599616055479774634,108,-1016.0,-52.0,93.0,1021.57
1778657092.975570,599616055519774634,108,-1018.0,-58.0,92.0,1023.79
1778657093.015570,599616055559774634,108,-1019.0,-53.0,93.0,1024.61
1778657093.055570,599616055599774634,108,-1019.0,-37.0,104.0,1024.96
1778657093.095570,599616055639774634,108,-1025.0,-32.0,86.0,1029.1
1778657093.135570,599616055679774634,108,-1017.0,-35.0,100.0,1022.5
1778657093.175570,599616055719774634,108,-1020.0,-57.0,114.0,1027.93
1778657093.215570,599616055759774634,108,-1022.0,-77.0,104.0,1030.16
1778657093.255570,599616055799774634,108,-1024.0,-82.0,102.0,1032.33
1778657093.295570,599616055839774634,108,-1024.0,-64.0,105.0,1031.36
1778657093.335570,599616055879774634,108,-1021.0,-51.0,107.0,1027.86
1778657093.375570,599616055919774634,108,-1018.0,-44.0,107.0,1024.55
1778657093.415570,599616055959774634,108,-1017.0,-43.0,102.0,1023.01
1778657093.455570,599616055999774634,108,-1016.0,-48.0,104.0,1022.44
1778657093.495570,599616056039774634,108,-1015.0,-49.0,103.0,1021.39
1778657093.535570,599616056079774634,108,-1017.0,-53.0,109.0,1024.2
1778657093.575570,599616056119774634,108,-1016.0,-57.0,111.0,1023.63
1778657093.615570,599616056159774634,108,-1020.0,-65.0,108.0,1027.76
1778657093.655570,599616056199774634,108,-1027.0,-66.0,103.0,1034.26
1778657093.695570,599616056239774634,108,-1020.0,-54.0,107.0,1027.02
1778657093.735570,599616056279774634,108,-1019.0,-44.0,99.0,1024.74
1778657093.775570,599616056319774634,108,-1014.0,-54.0,103.0,1020.65
1778657093.815570,599616056359774634,108,-1016.0,-68.0,100.0,1023.17
1778657093.857285,599616056379899226,144,-1015.0,-69.0,101.0,1022.34
1778657093.897285,599616056419899226,144,-1015.0,-70.0,108.0,1023.13
1778657093.937285,599616056459899226,144,-1015.0,-63.0,110.0,1022.89
1778657093.977285,599616056499899226,144,-1011.0,-68.0,107.0,1018.92
1778657094.017285,599616056539899226,144,-1014.0,-73.0,101.0,1021.63
1778657094.057285,599616056579899226,144,-1017.0,-71.0,98.0,1024.17
1778657094.097285,599616056619899226,144,-1016.0,-72.0,102.0,1023.64
1778657094.137285,599616056659899226,144,-1016.0,-66.0,109.0,1023.96
1778657094.177285,599616056699899226,144,-1017.0,-65.0,107.0,1024.68
1778657094.217285,599616056739899226,144,-1016.0,-67.0,106.0,1023.71
1778657094.257285,599616056779899226,144,-1017.0,-67.0,105.0,1024.6
1778657094.297285,599616056819899226,144,-1021.0,-73.0,106.0,1029.08
1778657094.337285,599616056859899226,144,-1021.0,-70.0,103.0,1028.57
1778657094.377285,599616056899899226,144,-1018.0,-69.0,115.0,1026.8
1778657094.417285,599616056939899226,144,-1018.0,-56.0,105.0,1024.93
1778657094.457285,599616056979899226,144,-1017.0,-45.0,108.0,1023.71
1778657094.497285,599616057019899226,144,-1019.0,-58.0,92.0,1024.79
1778657094.537285,599616057059899226,144,-1015.0,-67.0,115.0,1023.69
1778657094.577285,599616057099899226,144,-1022.0,-73.0,103.0,1029.77
1778657094.617285,599616057139899226,144,-1015.0,-63.0,116.0,1023.55
1778657094.657285,599616057179899226,144,-1017.0,-61.0,108.0,1024.54
1778657094.697285,599616057219899226,144,-1019.0,-55.0,108.0,1026.18
1778657094.737285,599616057259899226,144,-1023.0,-56.0,107.0,1030.1
1778657094.777285,599616057299899226,144,-1015.0,-66.0,111.0,1023.18
1778657094.817285,599616057339899226,144,-1017.0,-60.0,114.0,1025.13
1778657094.857285,599616057379899226,144,-1023.0,-48.0,99.0,1028.9
1778657094.897285,599616057419899226,144,-1015.0,-55.0,102.0,1021.59
1778657094.937285,599616057459899226,144,-1017.0,-60.0,106.0,1024.27
1778657094.977285,599616057499899226,144,-1016.0,-70.0,118.0,1025.22
1778657095.017285,599616057539899226,144,-1036.0,-74.0,141.0,1048.17
1778657095.057285,599616057579899226,144,-1034.0,-72.0,141.0,1046.05
1778657095.097285,599616057619899226,144,-1024.0,-104.0,85.0,1032.77
1778657095.137285,599616057659899226,144,-1008.0,-100.0,114.0,1019.34
1778657095.177285,599616057699899226,144,-1012.0,-81.0,91.0,1019.31
1778657095.217285,599616057739899226,144,-1020.0,-65.0,93.0,1026.29
1778657095.257285,599616057779899226,144,-1000.0,-42.0,100.0,1005.86
1778657095.250681,599616057801000446,180,-1011.0,-50.0,100.0,1017.16
1778657095.290682,599616057841000446,180,-1023.0,-69.0,97.0,1029.9
1778657095.330682,599616057881000446,180,-1021.0,-69.0,106.0,1028.8
1778657095.370682,599616057921000446,180,-1019.0,-58.0,100.0,1025.54
1778657095.410681,599616057961000446,180,-1016.0,-61.0,111.0,1023.86
1778657095.450681,599616058001000446,180,-1024.0,-61.0,104.0,1031.07
1778657095.490681,599616058041000446,180,-1019.0,-75.0,96.0,1026.26
1778657095.530682,599616058081000446,180,-1014.0,-63.0,99.0,1020.77
1778657095.570682,599616058121000446,180,-1017.0,-66.0,93.0,1023.37
1778657095.610682,599616058161000446,180,-1017.0,-63.0,91.0,1023.0
1778657095.650681,599616058201000446,180,-1018.0,-60.0,107.0,1025.36
1778657095.690681,599616058241000446,180,-1021.0,-61.0,106.0,1028.3
1778657095.730681,599616058281000446,180,-1016.0,-73.0,109.0,1024.43
1778657095.770681,599616058321000446,180,-1015.0,-64.0,104.0,1022.32
1778657095.810682,599616058361000446,180,-1018.0,-62.0,103.0,1025.07
1778657095.850682,599616058401000446,180,-1024.0,-69.0,109.0,1032.09
1778657095.890682,599616058441000446,180,-1015.0,-76.0,94.0,1022.17
1778657095.930681,599616058481000446,180,-1015.0,-83.0,84.0,1021.85
1778657095.970681,599616058521000446,180,-1019.0,-61.0,95.0,1025.24
1778657096.010681,599616058561000446,180,-1024.0,-61.0,89.0,1029.67
1778657096.050682,599616058601000446,180,-1013.0,-60.0,92.0,1018.94
1778657096.090682,599616058641000446,180,-1017.0,-61.0,89.0,1022.71
1778657096.130682,599616058681000446,180,-1018.0,-74.0,105.0,1026.07
1778657096.170681,599616058721000446,180,-1020.0,-77.0,106.0,1028.38
1778657096.210681,599616058761000446,180,-1018.0,-58.0,89.0,1023.53
1778657096.250681,599616058801000446,180,-1016.0,-63.0,91.0,1022.01
1778657096.290682,599616058841000446,180,-1017.0,-63.0,91.0,1023.0
1778657096.330682,599616058881000446,180,-1020.0,-76.0,99.0,1027.61
1778657096.370682,599616058921000446,180,-1020.0,-74.0,72.0,1025.21
1778657096.410681,599616058961000446,180,-1014.0,-68.0,99.0,1021.09
1778657096.450681,599616059001000446,180,-1018.0,-63.0,85.0,1023.48
1778657096.490681,599616059041000446,180,-1024.0,-71.0,88.0,1030.22
1778657096.530682,599616059081000446,180,-1020.0,-81.0,96.0,1027.7
1778657096.570682,599616059121000446,180,-1020.0,-70.0,72.0,1024.93
1778657096.610682,599616059161000446,180,-1015.0,-68.0,88.0,1021.07
1778657096.650681,599616059201000446,180,-1024.0,-61.0,81.0,1029.01
1778657096.685818,599616059221704878,216,-1018.0,-52.0,80.0,1022.46
1778657096.725819,599616059261704878,216,-1019.0,-72.0,75.0,1024.29
1778657096.765819,599616059301704878,216,-1017.0,-61.0,104.0,1024.12
1778657096.805819,599616059341704878,216,-1016.0,-87.0,83.0,1023.09
1778657096.845819,599616059381704878,216,-1018.0,-87.0,97.0,1026.31
1778657096.885818,599616059421704878,216,-1018.0,-76.0,89.0,1024.71
1778657096.925818,599616059461704878,216,-1021.0,-96.0,95.0,1029.89
1778657096.965819,599616059501704878,216,-1016.0,-88.0,101.0,1024.79
1778657097.005819,599616059541704878,216,-1014.0,-82.0,69.0,1019.65
1778657097.045819,599616059581704878,216,-1016.0,-69.0,109.0,1024.16
1778657097.085819,599616059621704878,216,-1030.0,-93.0,76.0,1036.98
1778657097.125818,599616059661704878,216,-1013.0,-90.0,106.0,1022.5
1778657097.165818,599616059701704878,216,-1017.0,-75.0,74.0,1022.44
1778657097.205818,599616059741704878,216,-1015.0,-70.0,90.0,1021.38
1778657097.245819,599616059781704878,216,-1025.0,-93.0,93.0,1033.4
1778657097.285819,599616059821704878,216,-1018.0,-95.0,85.0,1025.95
1778657097.325819,599616059861704878,216,-1017.0,-96.0,91.0,1025.57
1778657097.365819,599616059901704878,216,-1014.0,-84.0,68.0,1019.74
1778657097.405818,599616059941704878,216,-1033.0,-88.0,95.0,1041.09
1778657097.445818,599616059981704878,216,-1019.0,-92.0,75.0,1025.89
1778657097.485819,599616060021704878,216,-1002.0,-108.0,67.0,1010.03
1778657097.525819,599616060061704878,216,-1013.0,-94.0,95.0,1021.78
1778657097.565819,599616060101704878,216,-1027.0,-106.0,45.0,1033.44
1778657097.605819,599616060141704878,216,-1028.0,-105.0,63.0,1035.27
1778657097.645818,599616060181704878,216,-1012.0,-73.0,75.0,1017.4
1778657097.685818,599616060221704878,216,-996.0,-81.0,106.0,1004.89
1778657097.725819,599616060261704878,216,-1023.0,-70.0,72.0,1027.92
1778657097.765819,599616060301704878,216,-1033.0,-74.0,92.0,1039.73
1778657097.805819,599616060341704878,216,-1026.0,-94.0,44.0,1031.24
1778657097.845819,599616060381704878,216,-1016.0,-78.0,33.0,1019.52
1778657097.885818,599616060421704878,216,-1022.0,-73.0,64.0,1026.6
1778657097.925818,599616060461704878,216,-1019.0,-66.0,59.0,1022.84
1778657097.965819,599616060501704878,216,-1022.0,-67.0,40.0,1024.97
1778657098.005819,599616060541704878,216,-1015.0,-76.0,43.0,1018.75
1778657098.045819,599616060581704878,216,-1028.0,-88.0,48.0,1032.88
1778657098.085819,599616060621704878,216,-1019.0,-90.0,56.0,1024.5
1778657098.085783,599616060641432760,252,-1015.0,-76.0,62.0,1019.73
1778657098.125784,599616060681432760,252,-1018.0,-61.0,50.0,1021.05
1778657098.165784,599616060721432760,252,-1019.0,-58.0,45.0,1021.64
1778657098.205784,599616060761432760,252,-1023.0,-76.0,31.0,1026.29
1778657098.245784,599616060801432760,252,-1016.0,-85.0,39.0,1020.3
1778657098.285784,599616060841432760,252,-1019.0,-94.0,44.0,1024.27
1778657098.325783,599616060881432760,252,-1016.0,-96.0,39.0,1021.27
1778657098.365784,599616060921432760,252,-1024.0,-80.0,52.0,1028.44
1778657098.405784,599616060961432760,252,-1021.0,-80.0,37.0,1024.8
1778657098.445784,599616061001432760,252,-1017.0,-85.0,37.0,1021.22
1778657098.485784,599616061041432760,252,-1017.0,-102.0,35.0,1022.7
1778657098.525784,599616061081432760,252,-1020.0,-94.0,35.0,1024.92
1778657098.565784,599616061121432760,252,-1018.0,-82.0,43.0,1022.2
1778657098.605783,599616061161432760,252,-1017.0,-75.0,38.0,1020.47
1778657098.645784,599616061201432760,252,-1017.0,-75.0,40.0,1020.55
1778657098.685784,599616061241432760,252,-1024.0,-86.0,30.0,1028.04
1778657098.725784,599616061281432760,252,-1019.0,-92.0,37.0,1023.81
1778657098.765784,599616061321432760,252,-1017.0,-89.0,41.0,1021.71
1778657098.805784,599616061361432760,252,-1018.0,-73.0,41.0,1021.44
1778657098.845783,599616061401432760,252,-1018.0,-77.0,37.0,1021.58
1778657098.885784,599616061441432760,252,-1019.0,-79.0,39.0,1022.8
1778657098.925784,599616061481432760,252,-1019.0,-88.0,41.0,1023.61
1778657098.965784,599616061521432760,252,-1017.0,-88.0,41.0,1021.62
1778657099.005784,599616061561432760,252,-1025.0,-71.0,39.0,1028.2
1778657099.045784,599616061601432760,252,-1018.0,-63.0,36.0,1020.58
1778657099.085783,599616061641432760,252,-1015.0,-66.0,39.0,1017.89
1778657099.125784,599616061681432760,252,-1019.0,-75.0,39.0,1022.5
1778657099.165784,599616061721432760,252,-1023.0,-70.0,40.0,1026.17
1778657099.205784,599616061761432760,252,-1020.0,-65.0,40.0,1022.85
1778657099.245784,599616061801432760,252,-1017.0,-68.0,39.0,1020.02
1778657099.285784,599616061841432760,252,-1017.0,-77.0,36.0,1020.55
1778657099.325783,599616061881432760,252,-1023.0,-74.0,43.0,1026.57
1778657099.365784,599616061921432760,252,-1025.0,-68.0,31.0,1027.72
1778657099.405784,599616061961432760,252,-1013.0,-65.0,44.0,1016.04
1778657099.445784,599616062001432760,252,-1019.0,-74.0,25.0,1021.99
1778657099.485784,599616062041432760,252,-1020.0,-72.0,50.0,1023.76
1778657099.526724,599616062061679434,288,-1035.0,-72.0,43.0,1038.39
1778657099.566724,599616062101679434,288,-1014.0,-68.0,23.0,1016.54
1778657099.606724,599616062141679434,288,-1013.0,-64.0,46.0,1016.06
1778657099.646724,599616062181679434,288,-1018.0,-68.0,40.0,1021.05
1778657099.686724,599616062221679434,288,-1021.0,-69.0,52.0,1024.65
1778657099.726724,599616062261679434,288,-1020.0,-76.0,40.0,1023.61
1778657099.766724,599616062301679434,288,-1015.0,-72.0,55.0,1019.04
1778657099.806724,599616062341679434,288,-1022.0,-82.0,59.0,1026.98
1778657099.846724,599616062381679434,288,-1020.0,-85.0,52.0,1024.86
1778657099.886724,599616062421679434,288,-1015.0,-78.0,43.0,1018.9
1778657099.926724,599616062461679434,288,-1016.0,-67.0,36.0,1018.84
1778657099.966724,599616062501679434,288,-1020.0,-64.0,28.0,1022.39
1778657100.006724,599616062541679434,288,-1019.0,-71.0,36.0,1022.1
1778657100.046724,599616062581679434,288,-1018.0,-84.0,33.0,1021.99
1778657100.086724,599616062621679434,288,-1019.0,-83.0,34.0,1022.94
1778657100.126724,599616062661679434,288,-1020.0,-74.0,34.0,1023.25
1778657100.166724,599616062701679434,288,-1018.0,-74.0,28.0,1021.07
1778657100.206724,599616062741679434,288,-1016.0,-59.0,33.0,1018.25
1778657100.246724,599616062781679434,288,-1019.0,-53.0,31.0,1020.85
1778657100.286724,599616062821679434,288,-1021.0,-63.0,27.0,1023.3
1778657100.326724,599616062861679434,288,-1021.0,-81.0,29.0,1024.62
1778657100.366724,599616062901679434,288,-1021.0,-99.0,35.0,1026.39
1778657100.406724,599616062941679434,288,-1018.0,-92.0,34.0,1022.71
1778657100.446724,599616062981679434,288,-1015.0,-73.0,36.0,1018.26
1778657100.486724,599616063021679434,288,-1014.0,-63.0,21.0,1016.17
1778657100.526724,599616063061679434,288,-1026.0,-59.0,37.0,1028.36
1778657100.566724,599616063101679434,288,-1024.0,-64.0,26.0,1026.33
1778657100.606724,599616063141679434,288,-1016.0,-72.0,16.0,1018.67
1778657100.646724,599616063181679434,288,-1016.0,-80.0,33.0,1019.68
1778657100.686724,599616063221679434,288,-1021.0,-86.0,32.0,1025.12
1778657100.726724,599616063261679434,288,-1021.0,-76.0,34.0,1024.39
1778657100.766724,599616063301679434,288,-1019.0,-76.0,21.0,1022.05
1778657100.806724,599616063341679434,288,-1020.0,-76.0,35.0,1023.43
1778657100.846724,599616063381679434,288,-1017.0,-72.0,36.0,1020.18
1778657100.886724,599616063421679434,288,-1016.0,-73.0,29.0,1019.03
1778657100.926724,599616063461679434,288,-1019.0,-73.0,32.0,1022.11
1778657100.966229,599616063481804042,324,-1021.0,-71.0,31.0,1023.94
1778657101.006229,599616063521804042,324,-1018.0,-79.0,31.0,1021.53
1778657101.046229,599616063561804042,324,-1017.0,-86.0,34.0,1021.2
1778657101.086229,599616063601804042,324,-1018.0,-79.0,35.0,1021.66
1778657101.126229,599616063641804042,324,-1019.0,-80.0,34.0,1022.7
1778657101.166229,599616063681804042,324,-1020.0,-74.0,37.0,1023.35
1778657101.206229,599616063721804042,324,-1018.0,-75.0,30.0,1021.2
1778657101.246229,599616063761804042,324,-1017.0,-73.0,36.0,1020.25
1778657101.286229,599616063801804042,324,-1017.0,-79.0,31.0,1020.53
1778657101.326229,599616063841804042,324,-1020.0,-75.0,37.0,1023.42
1778657101.366229,599616063881804042,324,-1023.0,-78.0,31.0,1026.44
1778657101.406229,599616063921804042,324,-1015.0,-75.0,30.0,1018.21
1778657101.446229,599616063961804042,324,-1017.0,-78.0,33.0,1020.52
1778657101.486229,599616064001804042,324,-1021.0,-81.0,31.0,1024.68
1778657101.526229,599616064041804042,324,-1021.0,-81.0,40.0,1024.99
1778657101.566229,599616064081804042,324,-1017.0,-81.0,30.0,1020.66
1778657101.606229,599616064121804042,324,-1017.0,-83.0,36.0,1021.02
1778657101.646229,599616064161804042,324,-1019.0,-83.0,34.0,1022.94
1778657101.686229,599616064201804042,324,-1020.0,-78.0,33.0,1023.51
1778657101.726229,599616064241804042,324,-1018.0,-78.0,37.0,1021.65
1778657101.766229,599616064281804042,324,-1017.0,-79.0,38.0,1020.77
1778657101.806229,599616064321804042,324,-1018.0,-87.0,37.0,1022.38
1778657101.846229,599616064361804042,324,-1019.0,-88.0,33.0,1023.32
1778657101.886229,599616064401804042,324,-1018.0,-83.0,33.0,1021.91
1778657101.926229,599616064441804042,324,-1017.0,-80.0,40.0,1020.93
1778657101.966229,599616064481804042,324,-1019.0,-75.0,38.0,1022.46
1778657102.006229,599616064521804042,324,-1018.0,-75.0,41.0,1021.58
1778657102.046229,599616064561804042,324,-1018.0,-77.0,36.0,1021.54
1778657102.086229,599616064601804042,324,-1018.0,-84.0,31.0,1021.93
1778657102.126229,599616064641804042,324,-1019.0,-82.0,36.0,1022.93
1778657102.166229,599616064681804042,324,-1019.0,-74.0,20.0,1021.88
1778657102.206229,599616064721804042,324,-1022.0,-66.0,43.0,1025.03
1778657102.246229,599616064761804042,324,-1027.0,-68.0,46.0,1030.28
1778657102.286229,599616064801804042,324,-1015.0,-70.0,53.0,1018.79
1778657102.326229,599616064841804042,324,-1015.0,-76.0,48.0,1018.97
1778657102.366229,599616064881804042,324,-1018.0,-74.0,41.0,1021.51
1778657102.361731,599616064901928654,360,-1020.0,-72.0,59.0,1024.24
1778657102.401731,599616064941928654,360,-1018.0,-71.0,42.0,1021.34
1778657102.441731,599616064981928654,360,-1016.0,-66.0,51.0,1019.42
1778657102.481731,599616065021928654,360,-1018.0,-72.0,49.0,1021.72
1778657102.521731,599616065061928654,360,-1018.0,-73.0,53.0,1021.99
1778657102.561731,599616065101928654,360,-1017.0,-76.0,48.0,1020.96
1778657102.601731,599616065141928654,360,-1018.0,-69.0,45.0,1021.33
1778657102.641732,599616065181928654,360,-1019.0,-69.0,52.0,1022.66
1778657102.681731,599616065221928654,360,-1018.0,-67.0,51.0,1021.48
1778657102.721731,599616065261928654,360,-1013.0,-73.0,43.0,1016.54
1778657102.761731,599616065301928654,360,-988.0,-112.0,45.0,995.35
1778657102.801731,599616065341928654,360,-991.0,-174.0,50.0,1007.4
1778657102.841731,599616065381928654,360,-1031.0,-122.0,51.0,1039.45
1778657102.881731,599616065421928654,360,-1109.0,15.0,31.0,1109.53
1778657102.921731,599616065461928654,360,-1042.0,8.0,14.0,1042.12
1778657102.961731,599616065501928654,360,-1009.0,-17.0,17.0,1009.29
