timestamp_unix,timestamp_polar_ns,sample_index,ecg_uv
1778657089.347847,599616050947939402,0,-10362
1778657089.355540,599616050955631709,0,-12160
1778657089.363232,599616050963324016,0,-14510
1778657089.370924,599616050971016323,0,-18968
1778657089.378617,599616050978708630,0,-19700
1778657089.386309,599616050986400937,0,-19700
1778657089.394001,599616050994093244,0,-19700
1778657089.401694,599616051001785551,0,-19700
1778657089.409386,599616051009477858,0,-19700
1778657089.417078,599616051017170165,0,-19700
1778657089.424771,599616051024862472,0,-19700
1778657089.432463,599616051032554779,0,-19700
1778657089.440155,599616051040247086,0,-19700
1778657089.447847,599616051047939393,0,-19700
1778657089.455540,599616051055631700,0,-19332
1778657089.463232,599616051063324007,0,-18973
1778657089.470924,599616051071016314,0,-18423
1778657089.478617,599616051078708621,0,-18002
1778657089.486309,599616051086400928,0,-17720
1778657089.494001,599616051094093235,0,-17333
1778657089.501693,599616051101785542,0,-16905
1778657089.509386,599616051109477849,0,-16520
1778657089.517078,599616051117170156,0,-16143
1778657089.524770,599616051124862463,0,-15782
1778657089.532463,599616051132554770,0,-15395
1778657089.540155,599616051140247077,0,-15032
1778657089.547848,599616051147939384,0,-14705
1778657089.555540,599616051155631691,0,-14313
1778657089.563232,599616051163323998,0,-13926
1778657089.570924,599616051171016305,0,-13579
1778657089.578617,599616051178708612,0,-13257
1778657089.586309,599616051186400919,0,-12961
1778657089.594001,599616051194093226,0,-12639
1778657089.601694,599616051201785533,0,-12312
1778657089.609386,599616051209477840,0,-12007
1778657089.617078,599616051217170147,0,-11708
1778657089.624770,599616051224862454,0,-11429
1778657089.632463,599616051232554761,0,-11150
1778657089.640155,599616051240247068,0,-10884
1778657089.647847,599616051247939375,0,-10621
1778657089.655540,599616051255631682,0,-10350
1778657089.663232,599616051263323989,0,-10104
1778657089.670924,599616051271016296,0,-9871
1778657089.678617,599616051278708603,0,-9662
1778657089.686309,599616051286400910,0,-9455
1778657089.694001,599616051294093217,0,-9198
1778657089.701694,599616051301785524,0,-8972
1778657089.709386,599616051309477831,0,-8777
1778657089.717078,599616051317170138,0,-8565
1778657089.724771,599616051324862445,0,-8375
1778657089.732463,599616051332554752,0,-8169
1778657089.740155,599616051340247059,0,-7971
1778657089.747847,599616051347939366,0,-7798
1778657089.755540,599616051355631673,0,-7601
1778657089.763232,599616051363323980,0,-7438
1778657089.770924,599616051371016287,0,-7284
1778657089.778617,599616051378708594,0,-7089
1778657089.786309,599616051386400901,0,-6928
1778657089.794001,599616051394093208,0,-6774
1778657089.801694,599616051401785515,0,-6608
1778657089.809386,599616051409477822,0,-6456
1778657089.817078,599616051417170129,0,-6310
1778657089.824770,599616051424862436,0,-6187
1778657089.832463,599616051432554743,0,-6038
1778657089.840155,599616051440247050,0,-5882
1778657089.847847,599616051447939357,0,-5752
1778657089.855540,599616051455631664,0,-5610
1778657089.863232,599616051463323971,0,-5497
1778657089.870924,599616051471016278,0,-5386
1778657089.878617,599616051478708585,0,-5252
1778657089.886309,599616051486400892,0,-5141
1778657089.894001,599616051494093199,0,-5016
1778657089.901694,599616051501785506,0,-4905
1778657089.843128,599616051509256976,73,-4819
1778657089.850820,599616051516949283,73,-4706
1778657089.858512,599616051524641590,73,-4595
1778657089.866205,599616051532333897,73,-4477
1778657089.873897,599616051540026204,73,-4374
1778657089.881589,599616051547718511,73,-4304
1778657089.889282,599616051555410818,73,-4196
1778657089.896974,599616051563103125,73,-4107
1778657089.904666,599616051570795432,73,-4035
1778657089.912359,599616051578487739,73,-3955
1778657089.920051,599616051586180046,73,-3888
1778657089.927743,599616051593872353,73,-3787
1778657089.935435,599616051601564660,73,-3710
1778657089.943128,599616051609256967,73,-3650
1778657089.950820,599616051616949274,73,-3539
1778657089.958512,599616051624641581,73,-3462
1778657089.966205,599616051632333888,73,-3422
1778657089.973897,599616051640026195,73,-3366
1778657089.981589,599616051647718502,73,-3244
1778657089.989282,599616051655410809,73,-2965
1778657089.996974,599616051663103116,73,-2592
1778657090.004666,599616051670795423,73,-2368
1778657090.012358,599616051678487730,73,-2654
1778657090.020051,599616051686180037,73,-3181
1778657090.027743,599616051693872344,73,-3232
1778657090.035435,599616051701564651,73,-2960
1778657090.043128,599616051709256958,73,-2823
1778657090.050820,599616051716949265,73,-2767
1778657090.058512,599616051724641572,73,-2710
1778657090.066205,599616051732333879,73,-2630
1778657090.073897,599616051740026186,73,-2558
1778657090.081589,599616051747718493,73,-2525
1778657090.089282,599616051755410800,73,-2464
1778657090.096974,599616051763103107,73,-2419
1778657090.104666,599616051770795414,73,-2375
1778657090.112359,599616051778487721,73,-2306
1778657090.120051,599616051786180028,73,-2272
1778657090.127743,599616051793872335,73,-2219
1778657090.135435,599616051801564642,73,-2176
1778657090.143128,599616051809256949,73,-2157
1778657090.150820,599616051816949256,73,-2092
1778657090.158512,599616051824641563,73,-2051
1778657090.166205,599616051832333870,73,-2015
1778657090.173897,599616051840026177,73,-1964
1778657090.181589,599616051847718484,73,-1933
1778657090.189281,599616051855410791,73,-1878
1778657090.196974,599616051863103098,73,-1842
1778657090.204666,599616051870795405,73,-1786
1778657090.212358,599616051878487712,73,-1712
1778657090.220051,599616051886180019,73,-1704
1778657090.227743,599616051893872326,73,-1666
1778657090.235435,599616051901564633,73,-1599
1778657090.243128,599616051909256940,73,-1565
1778657090.250820,599616051916949247,73,-1515
1778657090.258512,599616051924641554,73,-1486
1778657090.266205,599616051932333861,73,-1464
1778657090.273897,599616051940026168,73,-1430
1778657090.281589,599616051947718475,73,-1421
1778657090.289282,599616051955410782,73,-1409
1778657090.296974,599616051963103089,73,-1430
1778657090.304666,599616051970795396,73,-1450
1778657090.312358,599616051978487703,73,-1445
1778657090.320051,599616051986180010,73,-1488
1778657090.327743,599616051993872317,73,-1507
1778657090.335435,599616052001564624,73,-1500
1778657090.343128,599616052009256931,73,-1502
1778657090.350820,599616052016949238,73,-1478
1778657090.358512,599616052024641545,73,-1471
1778657090.366205,599616052032333852,73,-1452
1778657090.373897,599616052040026159,73,-1421
1778657090.381589,599616052047718466,73,-1416
1778657090.389282,599616052055410773,73,-1397
1778657090.396974,599616052063103080,73,-1368
1778657090.381987,599616052070574550,146,-1334
1778657090.389679,599616052078266857,146,-1320
1778657090.397372,599616052085959164,146,-1320
1778657090.405064,599616052093651471,146,-1286
1778657090.412756,599616052101343778,146,-1267
1778657090.420448,599616052109036085,146,-1240
1778657090.428141,599616052116728392,146,-1202
1778657090.435833,599616052124420699,146,-1209
1778657090.443525,599616052132113006,146,-1197
1778657090.451218,599616052139805313,146,-1163
1778657090.458910,599616052147497620,146,-1163
1778657090.466602,599616052155189927,146,-1144
1778657090.474294,599616052162882234,146,-1132
1778657090.481987,599616052170574541,146,-1115
1778657090.489679,599616052178266848,146,-1089
1778657090.497371,599616052185959155,146,-1089
1778657090.505064,599616052193651462,146,-1067
1778657090.512756,599616052201343769,146,-1050
1778657090.520448,599616052209036076,146,-1055
1778657090.528141,599616052216728383,146,-1038
1778657090.535833,599616052224420690,146,-1026
1778657090.543525,599616052232112997,146,-1010
1778657090.551218,599616052239805304,146,-995
1778657090.558910,599616052247497611,146,-993
1778657090.566602,599616052255189918,146,-971
1778657090.574295,599616052262882225,146,-966
1778657090.581987,599616052270574532,146,-952
1778657090.589679,599616052278266839,146,-925
1778657090.597371,599616052285959146,146,-937
1778657090.605064,599616052293651453,146,-923
1778657090.612756,599616052301343760,146,-904
1778657090.620448,599616052309036067,146,-901
1778657090.628141,599616052316728374,146,-880
1778657090.635833,599616052324420681,146,-875
1778657090.643525,599616052332112988,146,-870
1778657090.651218,599616052339805295,146,-856
1778657090.658910,599616052347497602,146,-860
1778657090.666602,599616052355189909,146,-846
1778657090.674294,599616052362882216,146,-832
1778657090.681987,599616052370574523,146,-836
1778657090.689679,599616052378266830,146,-827
1778657090.697371,599616052385959137,146,-800
1778657090.705064,599616052393651444,146,-795
1778657090.712756,599616052401343751,146,-803
1778657090.720448,599616052409036058,146,-783
1778657090.728141,599616052416728365,146,-767
1778657090.735833,599616052424420672,146,-774
1778657090.743525,599616052432112979,146,-771
1778657090.751218,599616052439805286,146,-774
1778657090.758910,599616052447497593,146,-767
1778657090.766602,599616052455189900,146,-735
1778657090.774295,599616052462882207,146,-714
1778657090.781987,599616052470574514,146,-709
1778657090.789679,599616052478266821,146,-714
1778657090.797371,599616052485959128,146,-719
1778657090.805064,599616052493651435,146,-711
1778657090.812756,599616052501343742,146,-709
1778657090.820448,599616052509036049,146,-709
1778657090.828141,599616052516728356,146,-711
1778657090.835833,599616052524420663,146,-709
1778657090.843525,599616052532112970,146,-699
1778657090.851218,599616052539805277,146,-687
1778657090.858910,599616052547497584,146,-682
1778657090.866602,599616052555189891,146,-673
1778657090.874295,599616052562882198,146,-663
1778657090.881987,599616052570574505,146,-668
1778657090.889679,599616052578266812,146,-673
1778657090.897372,599616052585959119,146,-610
1778657090.905064,599616052593651426,146,-418
1778657090.912756,599616052601343733,146,-125
1778657090.920448,599616052609036040,146,-12
1778657090.928141,599616052616728347,146,-365
1778657090.935833,599616052624420654,146,-848
1778657090.967460,599616052631892124,219,-921
1778657090.975152,599616052639584431,219,-743
1778657090.982844,599616052647276738,219,-673
1778657090.990536,599616052654969045,219,-680
1778657090.998229,599616052662661352,219,-666
1778657091.005921,599616052670353659,219,-656
1778657091.013613,599616052678045966,219,-663
1778657091.021306,599616052685738273,219,-651
1778657091.028998,599616052693430580,219,-632
1778657091.036690,599616052701122887,219,-627
1778657091.044383,599616052708815194,219,-627
1778657091.052075,599616052716507501,219,-630
1778657091.059767,599616052724199808,219,-618
1778657091.067460,599616052731892115,219,-586
1778657091.075152,599616052739584422,219,-577
1778657091.082844,599616052747276729,219,-584
1778657091.090537,599616052754969036,219,-584
1778657091.098229,599616052762661343,219,-584
1778657091.105921,599616052770353650,219,-560
1778657091.113614,599616052778045957,219,-526
1778657091.121306,599616052785738264,219,-517
1778657091.128998,599616052793430571,219,-517
